pop_2009,per_capita_09,PCT_LACCESS_POP10,PCT_LACCESS_HHNV10,GROC09,RECFAC09,PCT_LACCESS_LOWI10,SUPERC09,CONVS09,SPECS09,WICS08,PCH_GROC_09_14,FFR09,FSR09,PCT_NSLP09,PCT_CACFP09,PCT_DIABETES_ADULTS08,PCT_OBESE_ADULTS08,METRO13
6179,33822,6.30531942,1.77740669,2,0,2.351834951,0,5,0,1,FALSE,2,3,11.87019433,1.546710785,11.2,32.1,1
18495,28692,19.04793434,3.236873798,2,1,7.395063376,1,11,0,2,FALSE,15,11,12.18051878,1.521881327,10.6,31.8,0
14651,39396,15.25232714,1.999362391,7,1,5.379239385,0,8,1,5,FALSE,7,14,11.67903545,1.773987916,8.5,27.8,0
19219,29131,2.072589395,3.037701346,4,1,0.794722035,0,13,0,4,FALSE,8,10,10.99078913,0.954011703,11.8,30.2,1
1222171,44799,28.73943012,2.586990326,195,189,6.438949382,13,403,94,99,TRUE,904,1017,9.130029932,0.979232698,9.5,27.1,1
919334,38106,25.9024977,2.316203295,234,104,5.88816534,6,327,105,157,TRUE,691,714,9.275093311,1.440967568,10.1,26.7,1
38316,34248,22.13510651,1.322746546,6,7,6.205262326,1,23,3,7,FALSE,27,20,13.11203063,1.247799097,8.7,29,0
28263,34186,5.015262833,2.887325947,5,0,1.039824839,0,19,3,2,FALSE,10,12,9.549006101,0.747406627,10.7,29.4,1
9334,24431,34.74316894,3.48649948,7,0,12.59180678,0,10,1,6,FALSE,3,13,9.142336596,0.840354004,10,30.1,0
38254,32189,29.42032181,5.804222154,9,3,14.18196339,1,24,1,4,FALSE,26,22,10.99078913,0.954011703,12.7,35.8,0
41897,37603,5.658663061,0.986047949,11,6,1.484316151,1,17,5,10,FALSE,32,40,12.27079455,0.953634165,9.5,29.2,0
14930,20132,22.08797749,3.6842255,5,0,10.3180011,0,15,0,2,FALSE,8,6,8.417275916,0.974292275,11,32,0
105493,44721,40.27974952,1.56539508,16,7,6.799889348,2,42,2,14,TRUE,69,105,13.13427904,1.424865129,12.6,25.4,1
133793,37995,20.74731175,1.629687656,28,13,4.943167202,3,45,12,22,FALSE,72,103,10.51943013,1.138312513,8.7,28.2,1
2487751,34202,0.015700271,0.003213955,1804,111,0.003097074,2,238,628,1285,TRUE,1621,1494,9.275093311,1.440967568,9.1,24.4,1
31920,23410,5.317277778,8.19197786,8,0,3.409245017,0,10,2,30,TRUE,22,14,13.22995017,1.060774254,12.2,33.5,0
16812,22590,33.93474541,3.518184163,4,1,19.8569708,1,12,0,3,FALSE,8,5,12.18051878,1.521881327,12.1,32.8,0
113107,31996,14.96710129,2.722694854,22,18,5.683239049,2,45,9,20,TRUE,78,63,8.898951226,0.961596182,9,28.2,1
3423,19232,99.92354302,7.092746499,1,0,72.27445607,0,4,0,2,TRUE,1,3,13.13134268,1.224744981,10,26.4,1
16900,24787,22.69037264,4.902441428,1,0,12.0010454,0,7,0,3,FALSE,6,6,13.22995017,1.060774254,12.1,31.2,0
13798,29219,7.102257131,3.856767625,6,0,3.287292194,0,7,0,10,FALSE,6,5,12.51058988,2.552547446,13.6,37.6,0
39465,32287,25.36374262,2.952773417,5,5,11.24524006,1,18,0,12,FALSE,28,23,8.898951226,0.961596182,9,27.2,0
17288,41059,22.52394073,0.806282855,4,4,7.597314844,1,16,1,4,FALSE,11,14,13.08077594,1.652914943,8.1,30.1,0
11471,25292,41.85255522,3.176287492,7,1,21.79541222,0,8,2,6,TRUE,7,13,8.887484884,1.409349234,8.5,24.2,0
15004,31430,5.976902875,4.893870004,5,2,4.454872146,1,11,0,5,FALSE,10,10,13.22995017,1.060774254,12.3,33.8,0
12169,30012,22.68510009,1.441498565,4,2,7.740627043,0,7,2,2,FALSE,11,22,7.778857766,0.686203567,5.4,15.7,0
17373,25958,20.67817836,4.012839994,3,1,8.833366202,1,8,0,4,FALSE,10,17,12.18051878,1.521881327,11.2,26.7,0
50794,28843,20.70746426,2.60678159,13,6,8.658820518,1,37,7,8,FALSE,48,78,10.77667438,1.05044108,9.4,31.3,0
38180,31972,12.00680747,2.150262451,8,2,4.138023643,1,18,2,6,FALSE,24,28,12.27079455,0.953634165,10.2,29.8,0
55915,49620,13.42843209,0.919234089,8,7,1.197801383,0,16,1,6,FALSE,28,42,12.27079455,0.953634165,10,30.5,1
18958,36038,18.94014874,1.986855384,5,2,4.654372214,1,15,1,6,FALSE,13,19,13.11203063,1.247799097,8.5,28.6,0
26174,27376,25.75507368,3.595456132,8,1,10.32231409,1,17,1,7,FALSE,18,26,9.142336596,0.840354004,10.7,31.9,0
26357,34702,31.86055573,1.754840813,6,5,9.614803181,1,16,3,8,TRUE,23,17,9.142336596,0.840354004,10.1,29,0
7432,27476,31.91272976,2.374605115,2,1,12.56658078,0,4,0,3,FALSE,7,14,8.124539131,1.069123552,9.8,24.8,0
12887,25297,0.03529449,5.98861321,3,1,0.011952623,0,5,0,3,TRUE,4,4,9.549006101,0.747406627,12.1,31.1,0
149696,33309,17.91565542,1.537044614,35,26,4.819106707,2,52,13,28,FALSE,109,113,11.67903545,1.773987916,6.4,27.2,1
10406,35928,25.54930318,1.709364605,9,2,8.131693941,0,12,0,8,FALSE,5,12,13.55134283,2.286183103,9.8,28.4,0
37121,18497,17.60076734,0.974357613,3,1,8.767855669,0,12,2,3,FALSE,28,12,10.99772869,0.626018485,6,24.3,0
7379,50536,9.42172322,0.892536782,6,2,1.337701736,0,1,0,2,TRUE,14,29,7.778857766,0.686203567,4.2,15.3,0
13746,25267,16.15766189,7.92606217,3,1,10.57902373,0,19,1,6,FALSE,7,5,12.31505542,0.916089934,17.1,40.8,0
40379,36129,24.41091772,1.383212223,5,4,6.899909138,1,23,3,9,TRUE,32,30,13.11203063,1.247799097,8.4,30.9,0
190015,48875,15.825265,1.46411766,39,22,1.707781283,1,68,15,21,TRUE,68,210,8.61205791,0.530883202,7.5,20.3,0
200178,35265,31.97632856,1.081909951,41,22,7.882857877,4,89,19,48,TRUE,183,245,10.25076102,1.358123605,10.3,25.4,1
100816,37198,19.9563394,2.458306759,20,7,4.671100032,1,40,3,8,FALSE,53,43,7.590923239,0.826373924,9.2,29.4,1
24124,27364,3.963253077,4.518834573,5,0,1.952556108,1,12,0,8,FALSE,12,19,11.41667358,1.242679735,13.6,28.9,0
24904,39421,4.114911835,1.124687315,5,4,0.638224903,1,9,1,6,FALSE,15,19,13.11203063,1.247799097,8.1,29.4,1
7885,21492,0.016327855,8.470212525,1,0,0.006392086,0,5,0,6,TRUE,3,1,13.22995017,1.060774254,12.4,32.3,0
4127,29284,99.42731253,2.336196383,3,0,33.58782147,0,5,0,1,TRUE,0,5,11.87019433,1.546710785,12.1,31.1,0
14601,34432,33.92243313,2.33676483,1,1,13.78271278,0,6,0,1,FALSE,9,10,13.13134268,1.224744981,9.1,28,0
36195,29896,16.26384352,1.250277101,4,1,5.648297755,2,16,1,8,TRUE,17,31,12.64728619,1.678405334,8.9,30.4,0
9034,33872,18.62073326,0.830721792,3,0,7.008027577,0,6,1,2,TRUE,10,25,12.12789614,1.007802994,8.2,21.5,0
12340,23777,24.49120092,5.641885624,2,0,12.35956711,1,6,1,3,FALSE,8,9,12.18051878,1.521881327,11,29.7,0
40023,29027,53.11696693,4.427719975,6,2,22.54861075,1,24,1,9,FALSE,25,23,11.03772707,2.007890844,6.4,22.9,0
13407,33758,39.96050759,3.931652663,3,1,13.35117066,1,6,1,4,FALSE,7,15,12.64728619,1.678405334,9.9,31.4,0
29336,27684,31.34176234,2.574932416,5,1,15.73061553,1,16,1,7,FALSE,14,19,11.03772707,2.007890844,6.6,20.2,0
3086,29847,21.17568413,0.106471348,1,0,9.988530216,0,2,0,0,TRUE,2,2,13.13134268,1.224744981,10.6,28.5,0
42947,25822,21.10614477,2.912921528,7,2,10.85031813,0,33,1,9,FALSE,28,30,13.13427904,1.424865129,10,27.5,0
11171,32375,4.665870917,0.411561336,5,2,1.208686106,0,5,1,5,FALSE,6,12,11.67903545,1.773987916,8.2,27.5,0
706302,39657,24.26058598,0.645187232,150,66,3.487070575,13,224,58,66,TRUE,524,487,7.990852609,1.056841824,7.8,28.3,1
765791,47349,14.89865027,0.650692896,83,76,2.108766421,20,276,34,58,TRUE,553,522,13.13134268,1.224744981,7.4,23.4,1
16225,27927,36.35877092,1.799251309,8,4,14.02591937,1,8,2,7,FALSE,7,22,8.124539131,1.069123552,10.7,27.1,0
69183,37184,32.6715874,1.418739295,4,4,8.380967639,1,19,1,5,TRUE,39,36,12.27079455,0.953634165,9.6,28.2,1
29216,29085,3.993342647,3.102485615,5,1,1.668570576,1,29,1,7,TRUE,28,27,9.549006101,0.747406627,11.2,27.7,0
21976,26840,36.96119237,9.309578221,9,1,24.05540053,1,9,2,5,FALSE,12,8,12.18051878,1.521881327,13.8,38.2,0
33138,30601,15.23981177,3.694422668,6,5,6.124354804,1,25,0,5,FALSE,17,17,10.99078913,0.954011703,10.7,30.8,0
89187,35378,15.19039097,1.669706518,19,15,4.320710287,2,35,8,13,FALSE,83,121,8.887484884,1.409349234,3.6,17.3,0
883624,44617,19.23039504,0.969510114,167,138,4.230302802,19,344,40,147,TRUE,737,685,10.25076102,1.358123605,7.8,26.7,1
25619,25513,22.84910854,5.495745777,6,1,10.99530214,1,29,0,11,FALSE,12,6,13.22995017,1.060774254,12.4,29.8,0
2882,40875,22.43639815,0.100928192,1,0,5.385818117,0,3,0,1,FALSE,2,5,8.887484884,1.409349234,7.5,26.8,0
24632,27697,11.37709652,2.439835189,6,0,5.482350352,1,15,0,8,FALSE,16,12,12.18051878,1.521881327,11.9,34.1,1
32447,29731,20.17229814,4.560580066,5,1,7.579778802,1,20,0,4,TRUE,17,18,9.549006101,0.747406627,12.2,28.4,1
110039,33467,13.32369355,0.821509456,17,8,4.143185858,3,34,5,11,FALSE,92,86,12.64728619,1.678405334,6.2,26.6,1
28099,27303,11.84562774,1.27531065,5,4,5.329663823,1,7,2,5,TRUE,13,17,7.778857766,0.686203567,7.5,23.5,0
20562,33538,12.08868811,1.766470553,5,2,4.728873482,1,12,1,7,FALSE,7,16,13.11203063,1.247799097,7.9,28.3,1
8295,25303,46.84214142,7.161005577,2,0,20.92747783,0,3,0,2,FALSE,1,4,8.898951226,0.961596182,11,28.2,1
22369,28395,14.15761214,1.606322815,5,1,5.505000572,0,20,0,5,FALSE,16,24,11.87019433,1.546710785,10.3,31,0
61595,25921,21.10029818,3.261111331,8,3,9.612168704,2,27,2,8,FALSE,28,36,12.18051878,1.521881327,8.2,30.1,1
2987177,47181,7.327899242,0.288571331,527,307,0.958060706,18,586,224,351,TRUE,2526,2407,8.590151677,0.886967643,7,18.8,1
9652,25314,21.12622337,6.292876653,3,0,10.58492555,0,12,0,3,TRUE,2,2,13.13427904,1.424865129,13.1,31.4,0
37053,26978,6.49432622,3.357401144,4,3,2.270291635,1,12,0,6,FALSE,14,20,10.25076102,1.358123605,9.5,28.6,1
44355,42349,29.05884378,5.779155544,11,4,10.44060697,1,26,5,9,TRUE,41,39,11.41667358,1.242679735,12.2,29.9,1
94688,28553,41.67101056,5.136991152,23,7,20.55538778,2,73,11,23,FALSE,91,68,13.13427904,1.424865129,14.2,32.6,1
1738,23071,52.37716577,1.366420327,1,0,20.28693036,0,1,0,1,FALSE,3,2,8.887484884,1.409349234,8.2,23.7,0
62671,40464,24.68119613,1.265120229,10,14,6.28219025,2,19,3,8,FALSE,45,60,8.887484884,1.409349234,7.5,22.2,0
5779,34619,47.00526201,3.042590062,6,0,17.47961057,0,6,1,4,FALSE,2,9,12.64728619,1.678405334,10.5,28.9,0
53434,21907,31.65793076,2.468084679,11,1,23.19792584,1,12,2,14,FALSE,27,21,13.13134268,1.224744981,9.4,26.7,0
29484,26592,31.00935974,7.603322316,6,0,15.78153224,0,20,0,0,FALSE,13,10,13.74378556,1.291363538,13.4,37.8,1
82674,26596,15.01058377,3.843537704,7,3,5.940251192,2,78,1,10,TRUE,49,45,12.31505542,0.916089934,13.6,34,0
178503,30314,28.58933233,2.878804437,34,7,9.902249988,3,108,9,36,FALSE,99,104,13.13427904,1.424865129,9.9,27.2,1
25303,29721,2.237780056,6.127249153,10,2,0.480470349,0,9,2,4,FALSE,9,23,9.275093311,1.440967568,8.8,23.5,1
304763,45246,22.48690851,0.835830316,66,47,3.704150847,7,136,22,29,FALSE,250,234,9.549006101,0.747406627,9.1,27,1
9552,31803,7.418197221,0.594817848,4,0,2.078914157,0,4,1,2,FALSE,9,5,13.55134283,2.286183103,6.9,29.7,0
65670,38685,24.60894092,2.581815224,14,11,6.974055468,1,42,9,14,FALSE,55,100,10.25076102,1.358123605,10.8,28.7,0
4882,34544,11.42951798,1.325471028,5,1,4.16979067,0,5,0,2,FALSE,3,8,12.64728619,1.678405334,10,30.8,0
3975,53638,36.42685084,0.26812997,4,1,8.400693954,0,2,1,2,FALSE,3,6,12.51058988,2.552547446,10.3,27.7,0
1285082,39938,19.23333449,1.012581722,317,130,3.745996125,8,504,140,213,FALSE,1037,888,9.703633786,1.072691744,11.1,28.2,1
11536,28000,29.31227588,2.299838074,1,0,9.205679841,0,5,0,2,FALSE,4,7,11.87019433,1.546710785,11.4,31.9,0
4422,41570,30.52040768,2.942726221,2,0,10.25590928,0,2,0,3,FALSE,1,5,12.64728619,1.678405334,10.6,30.6,0
88219,45681,34.9416593,1.284113437,12,13,6.060423416,1,21,6,8,FALSE,66,71,10.77667438,1.05044108,8.5,29,1
5210,39993,25.1556942,1.912535511,4,0,8.814482943,0,4,1,3,FALSE,1,8,13.55134283,2.286183103,10,30,0
15056,44827,8.656337083,1.355671634,3,3,2.8527412,0,8,0,4,TRUE,3,7,13.11203063,1.247799097,7.6,28.7,1
49854,32185,27.55559062,2.685978646,7,2,10.28382257,1,33,1,8,TRUE,33,31,12.31505542,0.916089934,13.5,34.4,0
2835,30367,20.93270608,0.591692501,1,0,9.245832403,0,5,0,1,FALSE,3,3,10.99772869,0.626018485,9.9,27.2,1
172755,27529,35.11109899,3.830059881,26,16,14.31968973,6,73,18,39,FALSE,107,106,9.142336596,0.840354004,10.5,31.8,1
23100,26468,9.14315047,3.770923359,5,4,3.912026831,1,10,0,4,FALSE,20,11,12.18051878,1.521881327,10.1,31.3,0
29695,28198,15.52632026,2.870393825,5,2,5.800146779,1,24,0,6,TRUE,19,15,10.99078913,0.954011703,12.2,34,0
81710,30742,17.56424931,3.267126665,13,7,6.87112404,1,36,2,18,TRUE,40,46,8.898951226,0.961596182,9.7,27.1,1
10392,29880,28.82005742,1.867887246,3,0,12.0362452,0,9,1,2,FALSE,6,8,13.13134268,1.224744981,11,27.1,0
41561,28973,11.99581779,2.818185842,7,4,5.417412457,1,27,2,6,FALSE,31,44,12.18051878,1.521881327,11.8,26.6,0
349830,24212,17.34842335,2.825873772,33,9,4.771033552,7,74,14,33,FALSE,122,98,9.93814528,0.693959075,8.4,29,1
466965,42492,4.893706058,0.979581931,194,35,1.239604829,1,71,59,92,TRUE,258,283,9.275093311,1.440967568,8.9,25,1
96383,29714,22.84726311,4.700977593,14,9,9.922523763,4,72,3,18,TRUE,70,69,13.13427904,1.424865129,10.5,30.6,1
33013,33381,6.432177953,2.913464574,7,2,2.257186999,0,25,3,6,FALSE,13,14,7.590923239,0.826373924,12,31.6,0
16118,29305,22.94566655,6.124859568,1,2,10.39193735,1,10,0,3,FALSE,10,3,13.06603005,1.313646519,10.9,29.8,0
69833,29736,20.30751138,3.820131555,22,3,8.493127638,1,33,4,11,FALSE,47,49,9.703633786,1.072691744,13.5,32.2,1
1612,38988,99.9999996,53.54214107,1,0,45.91409345,0,0,0,3,FALSE,0,0,7.66729709,1.413655216,7.2,34.3,0
24702,38403,27.06630406,3.29570931,4,0,8.035933979,0,10,0,3,FALSE,10,18,13.22995017,1.060774254,10.6,30.9,1
516577,36753,25.73385983,4.009000828,109,58,5.186954707,4,151,72,64,TRUE,285,282,9.130029932,0.979232698,8,28.5,1
9490,23204,23.55457289,3.856879772,3,1,9.857647806,0,8,0,2,FALSE,3,6,12.18051878,1.521881327,10.9,27.7,0
76859,29482,25.61506145,2.075304548,4,4,12.14216215,2,29,2,12,TRUE,48,46,11.87019433,1.546710785,9.4,31.2,0
13823,26882,2.203671122,2.844665682,3,0,0.918084911,0,7,0,2,FALSE,5,5,10.99078913,0.954011703,10.5,30.8,1
21862,19434,4.042323694,2.107428529,1,0,2.675358644,1,11,3,5,FALSE,7,8,13.13134268,1.224744981,9,27.9,0
14137,27541,0.950146667,3.690334646,0,2,0.481401838,1,11,0,2,FALSE,6,8,10.99078913,0.954011703,10.7,31.3,1
5179,33968,14.48004512,0.621405281,3,0,5.574899392,0,3,0,2,TRUE,4,7,12.64728619,1.678405334,9.9,29.3,0
17909,31004,7.875619335,3.511837352,4,1,3.891005715,1,11,2,6,FALSE,8,9,8.898951226,0.961596182,8.9,27.7,0
6689,32321,26.74764287,4.43381789,3,1,13.96141051,0,3,0,2,FALSE,2,5,10.77667438,1.05044108,9.8,29.3,0
17227,27975,13.07879065,2.146598649,4,1,5.183550725,1,6,0,4,FALSE,20,15,13.22995017,1.060774254,12.5,31.4,0
3345,51032,17.87608191,1.809181619,1,0,6.966276455,0,1,1,0,FALSE,0,1,13.08077594,1.652914943,7,28.3,0
6965,35629,72.56560736,0.469463559,4,0,25.90009384,0,5,0,4,FALSE,3,6,10.36691348,1.751520385,7.8,25.7,0
805204,46018,28.8848963,1.588989782,222,89,3.60804942,4,205,94,72,FALSE,586,501,8.102654432,0.848486616,8.3,23.7,1
14972,37106,17.91504059,1.962904637,4,0,4.89306245,0,15,1,5,TRUE,9,9,13.11203063,1.247799097,8.4,29.2,1
1912012,55569,17.26468711,0.543283595,479,293,2.610265568,27,563,195,163,TRUE,1678,2091,7.990852609,1.056841824,6.6,21.7,1
56856,26663,23.36538322,3.638725772,9,3,7.740504871,1,26,1,7,FALSE,34,20,10.99078913,0.954011703,13.7,33.1,1
14828,29096,12.46845778,2.707288132,1,1,4.509544278,0,8,1,3,TRUE,6,5,9.130029932,0.979232698,9.4,28.9,0
9735,36986,16.01125215,1.926885886,5,1,3.786322591,0,4,0,2,FALSE,6,11,11.67903545,1.773987916,7.4,27.3,0
736705,37827,17.7529384,1.044939125,134,75,4.567314318,14,250,50,117,TRUE,614,501,13.22995017,1.060774254,11.9,31.8,1
14755,39857,11.0691186,1.554614572,8,1,4.211020508,0,8,0,4,FALSE,8,9,8.898951226,0.961596182,8.9,27.9,0
19743,26456,18.42513785,3.747682829,2,1,7.2013079,0,15,1,2,FALSE,12,9,13.13134268,1.224744981,10.1,29.4,0
38249,25364,13.54081837,3.941202319,8,2,7.576713325,0,33,2,6,FALSE,22,20,12.31505542,0.916089934,12.3,34.4,0
495789,33129,27.94094204,1.747846509,78,42,8.116291935,5,199,28,42,TRUE,367,296,12.27079455,0.953634165,11.3,33.1,1
21604,66986,15.25347617,2.269319315,2,1,4.450410973,0,16,0,2,FALSE,8,14,9.549006101,0.747406627,9.5,26,1
1587,43425,99.97419983,3.878823814,1,1,28.08541998,0,1,0,0,FALSE,0,1,13.13134268,1.224744981,9.5,27.3,1
9899,37030,3.747808387,1.31575199,1,0,0.981126736,0,5,0,1,FALSE,3,2,10.25076102,1.358123605,9.9,31.6,0
38968,28975,4.085166986,1.253900408,8,5,1.172400924,0,13,1,5,FALSE,29,20,12.27079455,0.953634165,10.2,29.9,0
19226,34004,16.13337114,2.560864402,4,2,4.833830039,0,13,3,2,FALSE,5,7,13.13134268,1.224744981,11.3,26.8,0
1160,36277,100.0000004,10.08968609,1,0,38.26086962,0,0,0,0,FALSE,1,3,13.13134268,1.224744981,10,27,0
19461,23377,26.30245074,10.20049378,6,0,19.93852154,0,15,1,0,FALSE,6,4,13.74378556,1.291363538,15.6,42.2,0
38706,31918,9.071918851,4.082924157,8,4,3.251035781,0,31,2,10,TRUE,17,32,8.17218526,0.932108828,9.5,26,0
23335,43495,0,3.208396058,2,3,0,0,11,0,3,TRUE,14,15,9.549006101,0.747406627,8.9,27.5,0
21318,33751,41.32995362,3.839845116,5,3,13.53886114,1,9,4,4,TRUE,12,16,11.67903545,1.773987916,7.9,27.6,0
31213,31968,6.386385736,2.872926036,14,3,2.128208826,0,31,4,0,FALSE,11,29,8.823179362,1.14738806,7.4,25,0
5181728,43289,7.992797225,0.473719897,1400,417,1.762137653,26,1300,459,750,TRUE,3955,3533,8.898951226,0.961596182,8.7,25.2,1
11753,23616,0.809052562,5.411893484,4,0,0.256096069,0,11,0,4,FALSE,1,5,10.99078913,0.954011703,11.4,31.9,0
147552,37252,20.41371387,1.987183139,23,14,6.704629283,2,53,9,32,TRUE,114,111,8.898951226,0.961596182,9,27,1
130081,34989,39.30480671,2.959605801,17,12,12.33563543,2,60,6,18,TRUE,52,100,9.93814528,0.693959075,8.4,23.3,1
86409,60840,30.17216042,1.405993715,14,15,4.051081048,1,25,13,11,FALSE,53,79,10.51943013,1.138312513,7.9,26.4,1
5703,23696,1.159175095,3.751195518,2,0,0.472009326,0,4,0,2,FALSE,2,5,11.41667358,1.242679735,14.2,33.5,1
66422,29074,14.70940086,2.830183439,16,3,6.384618447,1,59,1,15,FALSE,55,51,13.13427904,1.424865129,12.5,31.4,0
3397,26758,96.7590566,10.42920188,2,0,49.35499542,0,2,1,2,TRUE,1,1,13.08077594,1.652914943,10.5,34.2,0
20992,32946,0.008534121,1.344456242,5,0,0.002958289,0,16,0,4,FALSE,4,6,12.27079455,0.953634165,10.4,29,0
1939407,35075,8.48037527,0.555134949,267,118,2.027998315,26,619,106,164,FALSE,1585,1119,6.954297724,0.387917907,8.6,26,1
165283,34337,15.96289298,1.113633926,24,17,3.309364633,3,53,8,16,FALSE,122,76,9.703633786,1.072691744,11.3,30.2,1
43759,27173,17.7672232,6.252084196,9,1,11.56345443,1,39,0,14,FALSE,20,16,12.31505542,0.916089934,15.6,39.9,0
49440,34080,22.81436775,4.454188548,7,5,7.425411658,1,30,0,7,FALSE,35,31,12.31505542,0.916089934,12.1,32.7,0
9445,27173,37.45260562,2.223812719,6,0,20.02921869,0,6,1,4,FALSE,4,6,11.87019433,1.546710785,11.5,29.9,0
2331,34009,21.55442949,1.989390832,0,0,2.17215184,0,0,0,1,FALSE,0,0,7.66729709,1.413655216,,,0
56897,28957,10.66269068,1.547659472,12,4,3.211687936,1,28,0,7,FALSE,24,33,9.703633786,1.072691744,10,29.2,0
915330,39893,17.54819262,0.937163518,186,109,4.956314408,7,411,78,115,TRUE,562,813,8.417275916,0.974292275,9.4,25.8,1
17833,36363,18.03502441,2.248066207,4,2,6.663308647,0,13,2,4,TRUE,8,12,13.11203063,1.247799097,8.8,27.7,0
22864,27597,4.630858868,4.607437837,4,1,2.046915454,1,17,1,5,FALSE,11,17,12.31505542,0.916089934,12.9,31.9,0
105362,32678,22.42279639,3.026374027,15,10,6.154961372,2,34,1,12,FALSE,47,38,12.18051878,1.521881327,9.6,29.6,1
246657,34172,19.8376033,1.901224609,42,29,7.183420908,2,136,12,27,FALSE,170,183,8.417275916,0.974292275,8.2,25.9,1
87244,38761,25.36111514,2.975970915,16,11,6.021148684,1,43,4,14,TRUE,45,88,10.25076102,1.358123605,9.3,25.9,0
14901,31143,15.12334189,1.461250245,2,1,4.201531344,1,13,0,4,TRUE,10,14,11.87019433,1.546710785,11.4,30.4,0
628572,42981,0.336584831,0.036555884,247,60,0.043603931,3,154,84,67,TRUE,469,374,8.102654432,0.848486616,8.1,24.1,1
655,40344,100.0000002,0,1,0,23.01587301,0,0,0,1,FALSE,0,2,13.55134283,2.286183103,9,30.1,0
14024,28155,38.71628362,6.594574761,4,0,15.83537355,0,12,0,6,FALSE,3,9,12.31505542,0.916089934,12.6,33.6,0
806,33867,97.19029367,13.84151206,1,0,29.00307033,0,0,0,0,FALSE,0,1,6.954297724,0.387917907,11.2,25,0
15768,37380,10.20598741,4.076362411,2,3,2.154231707,0,10,1,1,TRUE,6,9,9.549006101,0.747406627,9.9,29.3,1
167464,35528,36.36517255,1.65477776,31,13,9.635675126,3,108,18,24,FALSE,125,167,8.417275916,0.974292275,10.7,25.5,1
179406,34768,19.3184726,2.14782716,24,18,5.460260624,6,119,21,25,TRUE,112,202,12.31505542,0.916089934,9.8,26.2,1
30857,51570,32.41617287,2.858341513,7,7,6.13461527,3,4,1,5,FALSE,22,32,7.66729709,1.413655216,5.3,26.7,0
82299,28069,9.59791326,1.970731703,9,11,3.602578316,2,53,2,13,FALSE,58,40,13.22995017,1.060774254,9.4,30.4,0
98069,33327,26.66401901,2.761528225,10,11,7.113239097,3,49,10,10,FALSE,78,58,7.590923239,0.826373924,10.2,31.7,1
200935,34594,20.184039,2.235652112,37,22,4.763600898,2,85,14,20,TRUE,151,176,9.275093311,1.440967568,8.8,28.1,1
18082,33527,13.64836995,1.397614753,7,1,3.195552515,0,10,1,6,TRUE,11,24,10.36691348,1.751520385,7.9,21,0
42683,30833,18.09512882,3.279137495,12,3,7.42149187,1,31,1,10,FALSE,26,25,10.77667438,1.05044108,10.1,30.7,0
15933,24666,16.01671991,5.085153104,3,0,6.006496951,0,9,1,3,TRUE,11,6,8.417275916,0.974292275,9.7,26,1
377262,45450,27.70305403,1.352962136,75,50,6.469585636,4,126,30,42,TRUE,197,351,8.417275916,0.974292275,9.9,19.7,1
31864,22188,31.97169402,2.02288935,1,3,11.99686041,1,17,1,4,FALSE,15,13,13.13134268,1.224744981,8.1,29.1,0
12772,25831,37.64255942,3.007477148,2,0,17.43667727,1,12,1,3,FALSE,4,8,11.87019433,1.546710785,11.5,33.8,0
48153,31534,8.928767376,1.08027771,5,5,2.286253551,1,20,3,10,FALSE,25,24,13.22995017,1.060774254,11.8,28.1,1
17163,28476,10.47370026,0.817129189,4,0,4.017009521,0,8,1,3,FALSE,9,12,13.13134268,1.224744981,9,27.7,0
1733,44304,44.34447721,2.552533917,2,0,15.23400629,0,3,0,0,FALSE,0,3,8.124539131,1.069123552,9.5,25.6,0
9117,25960,18.68277308,6.398524303,0,0,7.753179901,0,5,0,2,FALSE,4,3,13.06603005,1.313646519,12.7,34.2,0
48445,37680,22.73155615,1.259806114,10,3,5.5610834,1,18,1,11,TRUE,30,29,6.954297724,0.387917907,7.3,29.8,0
17382,28783,18.78294251,3.050855003,8,0,8.537104564,0,10,0,6,FALSE,5,14,9.130029932,0.979232698,10.2,30,0
32925,30755,11.78037972,4.536543524,18,3,5.400500324,0,32,1,17,FALSE,19,34,8.17218526,0.932108828,10.7,28.5,0
292514,38360,15.4411514,1.542730898,50,42,5.875054929,6,115,16,51,TRUE,258,258,13.22995017,1.060774254,9.7,29,1
102077,34330,29.98245463,2.708342196,18,16,8.130996889,2,53,9,13,TRUE,65,108,10.51943013,1.138312513,7.3,26.9,0
8746,28013,46.20933796,6.093611258,5,1,17.32637682,0,8,1,5,FALSE,1,10,11.41667358,1.242679735,13.2,31.4,0
241725,34237,13.19790872,1.196799783,42,22,4.48321314,5,124,23,27,TRUE,214,200,9.549006101,0.747406627,10.4,30.6,1
7813,34344,39.21565447,1.695436685,2,1,12.52763532,0,7,0,3,FALSE,6,4,13.55134283,2.286183103,8.5,30.9,1
66183,39445,13.06454186,2.26234106,15,12,2.622724099,0,20,4,9,FALSE,38,28,8.102654432,0.848486616,9.4,29.7,1
5797,17322,53.48494482,5.87836273,1,0,29.96930337,0,1,0,1,FALSE,0,3,7.778857766,0.686203567,4.7,20,0
6552,27599,14.38789371,0.232188917,2,1,4.843321348,0,12,0,3,TRUE,9,9,12.12789614,1.007802994,7.5,25.6,0
6508,32484,5.252367863,0.549688513,2,0,1.359884906,0,2,0,2,FALSE,6,5,13.13134268,1.224744981,10.7,27.7,0
