pop_2009,per_capita_09,PCT_LACCESS_POP10,PCT_LACCESS_HHNV10,GROC09,RECFAC09,PCT_LACCESS_LOWI10,SUPERC09,CONVS09,SPECS09,WICS08,PCH_GROC_09_14,FFR09,FSR09,PCT_NSLP09,PCT_CACFP09,PCT_DIABETES_ADULTS08,PCT_OBESE_ADULTS08,METRO13
1997,47278,33.26264259,0.378773019,1,0,10.95551224,0,0,0,1,FALSE,1,3,13.55134283,2.286183103,10.8,29.9,0
720,43451,99.99999999,5.329153591,0,0,39.92891005,0,0,0,2,FALSE,0,2,8.887484884,1.409349234,7.7,24.3,0
2346378,39078,19.98502547,1.448072289,360,179,7.988986645,33,965,117,200,TRUE,1837,1554,13.13134268,1.224744981,9.3,28.3,1
295612,32801,24.68521412,1.198576192,55,24,6.217940312,5,112,24,42,FALSE,202,201,8.898951226,0.961596182,9.2,27.9,1
31411,31522,3.36870533,2.079532234,8,3,1.07736061,1,12,0,7,FALSE,20,27,13.22995017,1.060774254,10.5,32.3,0
24247,28184,21.42867736,3.940264565,5,3,9.148424604,0,12,0,6,FALSE,23,6,12.27079455,0.953634165,10.4,30.2,0
33042,39297,22.01077337,1.834056837,5,3,2.938262634,0,27,0,2,FALSE,17,19,9.549006101,0.747406627,10.4,26.7,1
128530,42754,22.29678253,1.364975843,12,14,3.508918389,3,34,14,13,TRUE,59,55,11.67903545,1.773987916,5.5,28.2,1
25578,25362,0.072698814,7.512082361,6,0,0.024646902,1,23,0,6,FALSE,6,9,9.549006101,0.747406627,12.6,32.6,0
43471,32544,44.8123662,1.939944613,4,3,17.0038889,1,20,1,0,FALSE,24,28,13.74378556,1.291363538,12.4,34,1
30856,25460,6.16186331,5.39709304,11,3,3.38935578,0,27,2,7,FALSE,19,21,9.142336596,0.840354004,9.9,30,0
10552,34506,25.41497764,2.691327573,4,1,8.385151995,0,10,0,3,FALSE,3,4,13.11203063,1.247799097,8.6,28.3,0
665,44595,0.380989836,3.583096529,2,0,0.089078193,0,0,0,2,FALSE,1,0,7.66729709,1.413655216,7.3,29.2,0
19659,29875,14.66197948,2.539332102,5,2,6.707415476,0,7,1,5,FALSE,11,8,9.703633786,1.072691744,10.8,29.9,0
22941,23803,4.559752683,3.458580095,6,1,2.144660992,1,19,0,6,FALSE,7,6,12.31505542,0.916089934,11.1,32.3,1
6855,23608,1.98378026,4.671143638,2,0,1.262780211,0,5,0,4,FALSE,2,4,13.22995017,1.060774254,13,32,0
42974,30813,14.35836964,1.863202899,4,6,4.491757022,1,30,3,5,TRUE,24,21,13.22995017,1.060774254,10.5,28.2,0
69258,27747,12.09043723,4.941376088,15,3,5.543730342,0,53,3,17,FALSE,34,52,10.25076102,1.358123605,10.8,28.6,0
31389,31201,4.543681276,6.802818086,6,2,1.146443899,1,6,1,6,FALSE,22,16,12.27079455,0.953634165,10.1,29.7,0
16479,25891,1.071521641,5.441058422,5,1,0.511702833,0,6,1,4,FALSE,5,9,11.41667358,1.242679735,12.5,35.4,0
181153,39425,35.10555743,1.517841008,28,22,8.257073571,4,81,12,20,FALSE,142,181,8.417275916,0.974292275,9.5,24.1,1
649702,40741,21.61400516,0.741521544,51,55,4.431108481,14,207,23,44,TRUE,391,324,13.13134268,1.224744981,8.5,28.5,1
99666,49390,39.22229932,1.775332767,35,19,5.430006093,0,30,8,6,FALSE,67,84,9.275093311,1.440967568,7.7,27.4,1
44788,31119,19.57463289,3.257174911,20,5,8.444224914,0,33,5,13,FALSE,34,55,8.590151677,0.886967643,8,25.3,0
246476,38990,26.26250959,0.962034778,29,27,6.431062854,3,92,19,33,TRUE,153,214,10.51943013,1.138312513,7.4,27.4,1
4523,25664,26.8103112,1.558892488,1,0,13.54852624,0,3,0,1,FALSE,2,7,11.03772707,2.007890844,6.6,22.3,0
1774,21821,68.93922856,13.131281,0,0,43.93385593,0,3,0,0,FALSE,1,0,13.13427904,1.424865129,16.2,32.2,0
1498539,46386,10.62225976,0.449325001,359,146,1.604128383,5,300,169,122,TRUE,1072,1303,8.590151677,0.886967643,7.6,19.5,1
25122,39064,27.94406464,1.738678178,6,1,5.81467167,0,14,0,5,FALSE,14,13,13.55134283,2.286183103,8.2,28,1
7842,25314,10.36345241,7.014357452,1,0,4.367998537,0,5,0,0,TRUE,1,0,13.74378556,1.291363538,15.3,41.8,0
59959,28079,4.731668822,3.539879434,9,4,2.173516896,0,37,0,9,FALSE,28,13,10.25076102,1.358123605,9.3,31.4,1
19331,27937,27.43465761,1.606039972,4,2,7.494429091,1,8,0,4,FALSE,14,8,12.27079455,0.953634165,9.5,30.5,0
1200,28266,18.45374934,2.762265991,1,0,8.214342799,0,3,0,1,FALSE,0,3,13.13134268,1.224744981,11.6,26.9,0
1200890,48577,30.00516957,0.911985424,267,166,4.596463374,24,433,120,196,FALSE,937,1016,9.142336596,0.840354004,9.5,26.4,1
13369,32879,15.10247918,2.368784656,3,0,4.435854726,0,4,1,3,FALSE,6,10,12.64728619,1.678405334,9.4,30.4,1
690658,36417,26.25477468,1.624092665,136,55,8.50154788,9,290,31,111,TRUE,537,504,13.13427904,1.424865129,10.1,26.7,1
5631,31287,86.88582599,6.109375657,0,0,32.62871582,0,3,0,1,FALSE,1,3,8.898951226,0.961596182,9.5,26.7,0
5927,31235,33.88572797,1.115758103,1,0,15.35621461,0,2,0,1,FALSE,3,3,13.13134268,1.224744981,10.2,27.4,1
22152,27177,3.236985091,4.88466225,5,2,1.406190138,0,13,0,6,FALSE,13,22,13.13427904,1.424865129,10.6,27.1,0
22482,25483,23.65765468,2.311776565,2,2,10.05937245,1,27,1,4,TRUE,8,11,8.417275916,0.974292275,10.2,30.9,0
46662,28615,7.94106039,5.550648114,16,3,2.966581583,1,17,5,5,FALSE,20,32,9.130029932,0.979232698,9.3,30.5,0
17433,30680,4.260824576,4.560499403,8,2,2.156861699,0,18,3,8,FALSE,6,16,8.17218526,0.932108828,9.5,31.2,0
62280,31711,20.45768936,4.665708719,18,8,9.611708916,2,38,5,11,FALSE,40,73,9.275093311,1.440967568,8.4,27.5,0
2752,34314,18.14699985,2.324947745,2,0,6.18852551,0,1,0,1,FALSE,2,0,13.55134283,2.286183103,10.3,28.8,0
3670,28683,14.54878585,1.050998418,1,0,5.187152933,0,4,0,1,FALSE,4,3,13.13134268,1.224744981,10.9,26.8,0
10164,28230,12.99611492,4.384345421,3,0,5.947416748,0,11,0,0,TRUE,3,4,13.74378556,1.291363538,12.7,31.4,0
7466,27666,0,1.312988213,1,0,0,0,3,0,2,FALSE,5,2,12.27079455,0.953634165,10.4,29.4,1
34351,27041,7.137931607,9.178532028,6,5,2.761329843,1,13,3,7,TRUE,12,22,12.27079455,0.953634165,9.7,29.5,0
26949,26010,0,3.403797633,5,2,0,1,15,3,5,FALSE,16,31,13.13427904,1.424865129,10.3,27,0
39185,32378,28.49450405,4.668610521,14,3,12.09874548,0,29,1,15,FALSE,19,32,10.77667438,1.05044108,9.4,30.8,0
8760,29916,7.338986731,4.178166117,3,0,2.958267888,0,8,0,4,TRUE,5,4,13.13427904,1.424865129,13.5,30.4,0
10571,25623,30.59097233,10.13408966,4,0,16.64992587,0,7,0,4,FALSE,6,5,13.13427904,1.424865129,14.8,30.3,0
7260,34211,80.35626425,3.042455701,5,0,25.00568724,0,6,0,3,FALSE,2,2,13.55134283,2.286183103,8.4,30,0
17048,22978,24.54538431,4.417366899,6,0,8.741418077,0,13,0,6,FALSE,3,10,10.99078913,0.954011703,10.6,29.8,0
296887,41224,35.79555533,3.049556372,99,32,5.859435387,3,104,26,31,FALSE,199,309,9.275093311,1.440967568,8.3,26.7,1
23660,26341,38.49351246,5.518145534,5,1,12.46089586,1,15,0,3,FALSE,15,11,13.13134268,1.224744981,11.5,28.6,0
153619,32113,19.45339312,1.225419625,14,16,6.575346201,3,48,4,7,FALSE,104,94,13.13134268,1.224744981,6.8,25.9,1
57639,26458,33.02471461,3.599686788,8,3,15.16721122,1,24,2,14,TRUE,28,19,10.99078913,0.954011703,12.8,34.4,1
589011,46598,14.2490877,1.647147526,107,62,6.376195427,7,205,45,33,TRUE,501,653,7.778857766,0.686203567,5.4,17,1
7851,23939,6.943031065,3.835989617,4,0,3.726368254,0,6,0,2,FALSE,4,0,10.99078913,0.954011703,11.5,32.6,0
9517,25122,19.58247724,8.180813267,3,0,11.81857742,0,9,0,0,FALSE,3,3,13.74378556,1.291363538,15.7,42.1,0
267090,39092,40.13976472,4.580638007,50,33,11.94892462,4,114,19,35,TRUE,189,211,9.130029932,0.979232698,9.2,31.5,1
6138,27844,49.05817335,5.396098938,5,0,28.08537271,0,2,0,2,FALSE,3,3,10.77667438,1.05044108,9.8,29.4,0
28713,31315,5.939982411,10.16649862,9,0,3.004950251,1,25,0,14,FALSE,24,14,13.22995017,1.060774254,12.9,36,0
82436,31125,20.27061182,3.293382013,16,7,7.292448606,3,73,6,0,TRUE,85,66,13.74378556,1.291363538,12.2,32,0
18743,28060,30.61622417,3.437443759,4,1,16.34403092,1,13,1,6,FALSE,12,22,7.778857766,0.686203567,7.1,24.6,0
31537,42183,33.57999847,3.039021442,3,2,12.69515488,1,13,2,4,FALSE,19,17,12.64728619,1.678405334,8.7,28.2,0
92395,34583,37.65575274,2.091801363,13,8,12.17535464,2,49,6,18,FALSE,61,44,13.11203063,1.247799097,7.6,29.5,1
20555,33638,0.348933217,1.420787472,5,1,0.085907862,0,10,5,4,FALSE,5,26,10.51943013,1.138312513,8.3,30.7,1
94071,46365,21.00291249,1.594576698,13,16,5.958027882,2,56,8,0,TRUE,89,64,13.74378556,1.291363538,10.6,30.1,1
43728,38340,13.80815195,3.231836982,7,1,4.584594201,1,31,1,7,FALSE,21,21,8.365777702,0.535417021,8.1,26.8,0
9669,29576,34.44401162,2.563500797,3,0,10.5416539,0,8,0,3,FALSE,3,4,12.64728619,1.678405334,9.3,29.7,1
155154,33205,22.80100179,2.026442122,36,10,7.745138604,4,142,7,37,FALSE,156,121,13.13427904,1.424865129,13.2,30.6,1
144186,32759,20.83044889,3.287811375,31,9,6.70352202,2,46,10,22,FALSE,100,78,9.130029932,0.979232698,11.2,33.4,1
136198,30344,19.82864171,1.964005155,22,8,6.084094428,2,43,5,12,FALSE,94,115,12.27079455,0.953634165,7.8,26.1,1
16788,30926,20.38123406,2.55027141,3,2,7.41096724,1,9,3,5,FALSE,6,11,8.898951226,0.961596182,8.8,27.7,0
5373,30493,4.170700485,1.465416946,2,0,0.954601604,0,3,0,2,FALSE,3,4,8.898951226,0.961596182,9.4,27.2,0
25894,24036,7.252005281,2.096590822,5,1,3.850596998,1,19,0,8,TRUE,12,9,13.13427904,1.424865129,11.1,27.4,0
35331,29851,20.12340502,4.367187191,6,2,8.713308697,1,22,6,4,FALSE,19,17,13.13134268,1.224744981,10.9,30.1,0
62711,29513,14.00310341,4.858125571,17,4,6.427351102,1,29,3,17,FALSE,39,36,13.22995017,1.060774254,11.2,30,0
28716,33415,2.540974505,2.294028404,9,2,0.538721522,0,14,3,6,FALSE,13,16,12.27079455,0.953634165,10,28.9,0
14166,32584,26.51049226,1.076844188,7,1,7.289409218,1,7,3,4,FALSE,7,9,13.55134283,2.286183103,7.9,31.2,0
488,32455,100.0000005,1.4134276,1,0,47.64309801,0,0,0,2,FALSE,0,1,8.887484884,1.409349234,8.7,22,0
400303,22173,27.6316083,3.172465792,48,16,16.35588036,7,162,24,70,FALSE,208,239,13.13134268,1.224744981,8.7,26.7,1
815130,44704,15.45978741,0.550514742,160,86,2.468680696,3,176,65,84,TRUE,545,572,8.590151677,0.886967643,7.1,23.5,1
16056,29006,10.4184871,2.18954349,3,1,5.026389121,0,6,0,3,TRUE,11,9,12.18051878,1.521881327,12,30.8,0
20128,29555,83.1639509,5.687388845,4,0,34.71788824,1,11,1,7,FALSE,9,24,11.87019433,1.546710785,8.2,30.1,0
22374,26888,20.62124153,2.753134735,4,3,9.365839745,1,9,0,6,TRUE,7,15,8.898951226,0.961596182,8.7,27.8,0
9975,33955,18.04935261,0.594278623,5,3,7.065923202,0,12,1,3,FALSE,7,24,10.99772869,0.626018485,8.6,27.4,0
41870,28310,9.17882997,2.897224937,4,1,3.792713459,1,22,1,5,FALSE,21,34,13.13134268,1.224744981,11.2,27.5,0
69002,34184,17.05434414,3.184617502,7,3,8.264557832,1,29,6,11,FALSE,90,34,11.87019433,1.546710785,10.5,33.9,0
23541,31353,13.28388337,2.988674857,3,3,3.494310581,1,14,0,3,FALSE,9,10,10.77667438,1.05044108,10.1,30.8,1
36313,28557,16.43527703,5.51003194,8,2,7.587761232,1,30,1,10,FALSE,22,16,10.25076102,1.358123605,12.4,34.9,0
10852,38763,37.83275399,8.194493324,3,1,17.04192109,1,9,0,3,TRUE,12,7,13.22995017,1.060774254,11.3,31.1,0
620509,36709,3.319946229,0.780545306,200,34,1.225085843,0,206,64,171,TRUE,619,314,7.590923239,0.826373924,12.2,31.7,1
66765,31306,16.24336652,1.790985261,15,7,5.169332733,1,36,6,13,FALSE,51,47,9.142336596,0.840354004,9,30.6,0
273630,45785,28.66349866,2.017355528,50,30,4.399497356,3,126,23,44,FALSE,151,284,8.61205791,0.530883202,7.8,23.5,1
5373,40799,100,4.800860855,3,0,35.48885401,0,1,0,4,FALSE,0,4,12.51058988,2.552547446,9.6,28.7,0
21399,28292,19.32908902,3.01379838,3,3,8.948100056,1,8,2,4,FALSE,8,19,12.27079455,0.953634165,10.4,31.5,0
90242,49242,27.69849369,0.955138444,8,13,2.657047943,1,27,5,11,TRUE,47,45,11.67903545,1.773987916,6,26.8,1
32208,37064,9.512482879,3.078880849,9,4,2.954916293,1,17,3,5,FALSE,14,25,9.130029932,0.979232698,9.4,28.6,0
31791,33104,10.74142412,3.624967345,4,3,4.356735777,1,17,0,6,FALSE,22,24,10.99078913,0.954011703,13.4,31.6,0
75199,29888,25.25092807,2.300673971,14,6,9.487641505,4,25,6,15,FALSE,43,62,8.124539131,1.069123552,8.9,31.4,0
27511,21001,9.335332367,0.935863985,4,1,3.799436109,1,13,1,7,FALSE,17,5,12.12789614,1.007802994,7.4,26.4,0
75316,31640,16.86792356,2.386878508,29,7,6.066837506,1,39,4,13,FALSE,52,59,7.990852609,1.056841824,10.2,35.4,0
1307371,54049,20.47992065,0.849868642,255,150,4.883083434,17,433,119,130,TRUE,796,1130,8.417275916,0.974292275,9.5,20.4,1
37053,31712,24.00839548,3.40434146,6,1,8.059873811,0,20,2,9,TRUE,17,10,13.22995017,1.060774254,13.5,32,1
54551,34239,24.99264342,4.347899461,16,3,10.79353997,1,36,2,14,FALSE,32,27,13.06603005,1.313646519,12.6,35.2,0
90430,41486,24.09262482,0.697812598,11,4,5.918248776,2,26,3,9,FALSE,74,48,10.36691348,1.751520385,8.1,24.4,1
3901,40892,25.03690298,1.591520463,4,0,6.402168417,0,2,0,3,FALSE,1,5,12.51058988,2.552547446,9.3,28.5,0
6288,33313,20.50816253,0.705445694,3,0,5.872434015,0,5,1,1,FALSE,1,5,13.55134283,2.286183103,8.1,28.4,1
41576,34494,9.058507193,1.102855955,7,2,2.119379475,1,18,2,3,FALSE,25,15,13.22995017,1.060774254,10.4,32.6,1
18004,31490,23.25005302,1.958643001,4,0,7.648232324,0,11,1,4,FALSE,5,7,13.13134268,1.224744981,9.9,25.8,0
21856,24985,0.043427061,4.129546758,6,2,0.015195846,1,13,1,5,FALSE,15,23,9.142336596,0.840354004,10.4,30.3,0
1784078,38893,27.84652381,1.330321573,222,136,8.07267708,39,805,73,149,TRUE,1268,1004,13.13134268,1.224744981,8.4,26.8,1
62693,43482,7.89529791,3.835030714,14,6,3.47771262,1,36,1,11,FALSE,23,38,10.25076102,1.358123605,8.5,25.9,1
59932,33690,5.111059457,1.951825897,9,5,1.575083719,2,24,5,6,TRUE,31,46,9.275093311,1.440967568,9.2,28.2,0
6331,29164,29.77017019,4.45339192,3,0,11.8356708,0,4,0,0,FALSE,1,6,8.823179362,1.14738806,6.8,23.9,0
4743,36106,20.70304955,2.873759997,1,0,4.205211445,0,6,0,0,FALSE,1,4,9.549006101,0.747406627,11.2,27,0
6050,36546,60.16043138,2.472536281,2,2,20.54155908,0,4,0,2,FALSE,0,6,8.887484884,1.409349234,7.3,26.8,0
39478,33600,9.861410777,3.699361009,21,6,1.995570436,1,24,4,10,FALSE,20,69,9.275093311,1.440967568,8.1,25.2,0
45406,27142,22.58829733,5.41566492,7,1,9.488826009,0,20,0,12,FALSE,12,6,10.25076102,1.358123605,10.9,31.7,1
21206,41584,19.22816443,1.230125005,6,2,5.866437289,0,9,3,4,FALSE,9,14,12.64728619,1.678405334,8.3,29.9,1
67220,31229,11.07956975,2.003462812,12,8,2.925271,1,26,5,10,FALSE,53,50,9.130029932,0.979232698,8.9,31.8,1
12844,29542,2.018075834,1.144906878,6,1,0.635444566,0,7,0,5,FALSE,5,8,12.27079455,0.953634165,11.3,29,0
89664,35500,30.88442224,1.541983744,17,9,6.304359999,1,43,5,18,FALSE,60,78,13.22995017,1.060774254,9.9,29,1
24580,25800,11.43355577,9.343189212,7,2,6.309548506,0,18,4,7,TRUE,14,12,10.25076102,1.358123605,13.3,34,0
9675,38587,24.10282979,0.759363471,1,0,13.35998366,0,6,0,1,FALSE,7,8,13.13134268,1.224744981,9.7,27.4,0
43319,26956,6.217854827,2.267368483,10,2,1.988000951,1,29,2,13,FALSE,15,28,9.142336596,0.840354004,10,32.1,0
212232,36012,29.72309173,1.07068904,37,28,5.968438474,5,73,9,28,TRUE,111,146,13.13427904,1.424865129,7.2,24.5,1
910421,100243,28.63994799,1.089532617,197,181,2.563960775,4,226,101,159,TRUE,525,900,8.61205791,0.530883202,6.8,18.4,1
85779,30294,17.56847771,3.402175542,15,6,9.037438423,3,46,7,12,TRUE,73,44,9.703633786,1.072691744,11.4,29.5,0
182638,37026,25.64297624,4.326701138,48,25,6.014051727,2,98,22,17,TRUE,130,230,9.275093311,1.440967568,7.5,27.8,1
45896,30417,2.902167364,2.562947356,8,6,0.850840704,1,23,2,5,FALSE,19,26,9.130029932,0.979232698,9.6,28,0
106350,43086,19.00805431,1.600178296,7,14,5.632996722,1,54,1,8,FALSE,69,90,13.13134268,1.224744981,8.5,24.6,1
54534,36910,18.88090249,3.300430686,9,4,7.236081656,1,40,7,10,FALSE,33,79,8.417275916,0.974292275,10.4,25.3,1
33246,32603,15.92249912,1.821132514,7,1,4.641934508,0,19,3,6,TRUE,21,23,10.77667438,1.05044108,9.7,29.9,1
6136,38172,4.146000313,3.504232562,2,0,1.452304849,0,3,0,2,FALSE,0,4,13.11203063,1.247799097,9.1,29.1,0
4111,33082,19.30865516,2.70268785,1,2,10.65791704,0,2,0,1,FALSE,0,4,10.77667438,1.05044108,10.4,29,0
13623,31792,10.76064393,1.19726922,5,0,3.107017162,0,10,0,4,FALSE,7,13,8.898951226,0.961596182,8.6,27.6,0
39956,30930,4.591866415,1.069561788,12,9,1.966208935,0,18,3,9,FALSE,23,39,8.887484884,1.409349234,6.3,19.5,0
11416,30259,1.203281368,2.025385096,4,0,0.364500316,0,6,0,3,FALSE,5,8,13.11203063,1.247799097,8.2,29.2,0
7407,47121,46.02317886,0.769287458,5,1,12.35175933,0,5,0,8,FALSE,5,7,12.51058988,2.552547446,9.2,29.1,0
20694,25075,2.068294746,1.025925825,4,1,0.69014765,1,12,1,6,FALSE,13,14,12.12789614,1.007802994,7.6,23.1,0
321564,69579,41.21619036,1.756855836,65,73,2.991795035,3,67,37,22,TRUE,240,254,8.102654432,0.848486616,7.5,22.3,1
7753,36414,47.03082918,4.128286742,2,1,14.88387631,1,3,0,2,FALSE,8,8,12.64728619,1.678405334,9.1,30.9,0
39049,33600,17.80878952,0.896711216,9,6,4.099026938,0,18,3,7,TRUE,27,29,10.99772869,0.626018485,11.2,29.7,1
27512,28769,7.580782729,4.629619748,5,1,3.819002371,1,16,0,0,FALSE,12,12,13.74378556,1.291363538,12.4,33.4,1
21143,29883,23.34351532,2.781392854,5,2,8.215902965,1,11,1,5,TRUE,14,12,12.12789614,1.007802994,8.9,25.5,0
64618,26301,24.18554501,3.778221869,12,2,14.22131277,1,25,1,11,FALSE,62,31,9.703633786,1.072691744,9.6,30.9,0
1765137,57470,9.546311286,0.334127485,342,198,1.266009996,9,348,142,115,TRUE,1282,1458,8.590151677,0.886967643,7.4,20.2,1
32852,30437,9.393873738,2.817339841,6,4,3.127927604,0,15,3,4,TRUE,22,30,10.25076102,1.358123605,9.8,23.7,0
27043,36715,30.73686576,1.327484998,6,2,7.20197473,0,11,5,5,FALSE,10,12,12.51058988,2.552547446,7.7,29.5,1
48601,29014,9.891715487,3.021792849,12,3,4.840890554,1,41,5,12,FALSE,42,30,13.13427904,1.424865129,12.3,32.7,0
47584,28835,27.06932938,4.325747334,8,2,9.968422123,1,30,4,5,FALSE,27,21,13.13134268,1.224744981,9.7,29.5,0
36645,30850,5.25958469,7.401883219,13,1,2.231744627,1,28,0,11,FALSE,25,22,11.41667358,1.242679735,15.2,34,0
13463,20788,0.189766907,8.075388228,2,0,0.138540473,0,14,0,15,FALSE,3,3,13.22995017,1.060774254,11.1,33.1,0
912732,51837,27.31796236,0.920859884,172,113,3.960448358,11,308,84,116,FALSE,800,701,8.898951226,0.961596182,7.5,24.6,1
35607,31816,10.52803331,1.20629117,8,2,2.732791584,1,22,2,7,FALSE,29,22,13.22995017,1.060774254,11.1,29,1
628669,57666,34.43039405,2.187397704,159,138,4.340821805,5,166,78,50,TRUE,482,617,8.102654432,0.848486616,8.5,21.7,1
34589,28028,8.861627702,5.299663435,8,0,2.989561118,0,16,4,7,TRUE,9,27,10.51943013,1.138312513,8.2,28.6,0
45693,21920,25.81243966,1.871196216,5,1,12.04791457,1,21,1,5,FALSE,35,31,12.12789614,1.007802994,5.7,24.7,0
15356,34188,12.04265603,1.157126577,6,5,2.137880033,0,6,1,3,FALSE,13,47,7.778857766,0.686203567,3.6,14.9,0
1941,32477,26.81713606,0.969258191,1,0,7.40945923,0,3,0,2,TRUE,0,3,13.55134283,2.286183103,9.1,28.5,0
23508,31419,38.97247759,8.942174037,5,2,12.98743874,0,15,3,6,FALSE,5,1,13.06603005,1.313646519,11.6,32.8,0
33158,29965,32.00586794,2.478140596,5,4,13.80623846,1,12,1,3,TRUE,13,25,12.64728619,1.678405334,8,31.2,0
446655,34228,32.1064742,2.324017287,84,60,10.47168285,8,208,23,57,FALSE,403,395,10.9781941,0.73534796,8.9,25.8,1
14089,30933,22.19279132,2.647417436,2,0,6.233484159,0,14,0,2,FALSE,10,8,13.13134268,1.224744981,11.2,28.1,0
7453,45318,45.2964004,3.811384359,4,0,13.6541679,0,4,0,6,FALSE,4,9,13.11203063,1.247799097,8.7,29.3,0
6675,29715,18.49959986,2.205703029,3,0,3.928344428,0,4,0,2,FALSE,6,1,8.898951226,0.961596182,9.1,27.2,0
23335,35034,13.10314131,2.098739387,9,2,2.754951087,0,19,7,3,TRUE,22,28,10.25076102,1.358123605,9.3,29.1,1
15630,42156,46.19028798,2.188644672,7,1,11.39273651,0,11,1,6,FALSE,9,15,13.11203063,1.247799097,8.8,27.4,0
46264,27606,10.37663966,8.560057741,7,0,5.801935174,1,32,1,10,TRUE,18,14,8.417275916,0.974292275,11.9,34,1
2393,35263,28.8680883,1.288752359,1,0,9.558299435,0,1,0,1,FALSE,0,2,12.51058988,2.552547446,9.9,27.5,0
74673,28372,36.2548414,1.434505128,4,4,11.40056986,2,23,1,4,FALSE,35,26,13.13134268,1.224744981,8.1,28.1,1
802149,42670,27.2799329,2.263038983,160,126,6.984135761,13,333,84,69,TRUE,610,610,9.703633786,1.072691744,10.2,26.9,1
10875,38492,0.981860527,2.566927083,3,2,0.36943742,0,10,1,2,FALSE,6,15,9.549006101,0.747406627,11.9,26.7,0
1469,35628,32.77661516,0.57041462,1,0,12.24239135,0,1,0,1,FALSE,0,1,12.64728619,1.678405334,10.8,30.3,0
330856,40383,32.86992604,2.099628012,35,50,8.104519215,10,211,13,35,TRUE,300,222,12.31505542,0.916089934,13,30.6,1
186281,50105,25.24720225,1.943552179,31,24,5.734091498,1,69,29,17,FALSE,111,189,8.417275916,0.974292275,8.5,21.8,1
16559,34209,28.94696178,4.100998176,4,1,11.15879665,1,16,1,5,TRUE,10,49,10.51943013,1.138312513,9.5,27.9,0
32445,36521,10.61998031,1.650220838,3,4,2.740017794,1,14,2,5,FALSE,19,23,12.64728619,1.678405334,8.5,29.2,1
9318,35830,0.418102647,0.874969935,1,1,0.054348287,0,6,2,1,FALSE,4,2,12.12789614,1.007802994,6.7,21.3,1
54426,30692,17.49017262,2.338258172,9,4,5.08981574,1,43,3,11,TRUE,41,40,12.31505542,0.916089934,13.5,34.7,1
57946,30646,20.57816601,3.066195445,7,4,8.749723208,1,36,3,5,FALSE,29,32,10.77667438,1.05044108,9.7,29.3,1
296645,40356,23.68508123,1.808429488,54,32,4.41789128,2,107,21,35,FALSE,176,241,9.130029932,0.979232698,8.8,28.8,1
70026,25710,8.137511711,2.140098699,8,5,3.951967994,3,35,2,9,TRUE,38,43,9.142336596,0.840354004,7.6,29.8,0
468235,34532,16.99354469,0.882859859,80,57,4.202592047,11,145,48,52,FALSE,337,311,7.990852609,1.056841824,7.9,27.1,1
10669,25991,10.94679451,8.098177766,2,0,4.938341367,0,9,1,1,FALSE,7,6,13.13134268,1.224744981,12.4,29.3,0
32470,35069,11.61014119,2.24106025,6,4,2.90725275,0,24,2,4,TRUE,24,20,7.590923239,0.826373924,12.1,33.6,0
103273,45334,13.03076245,2.449361544,17,11,2.206039774,2,36,6,12,FALSE,71,61,7.590923239,0.826373924,9.7,29.7,1
537,24704,100.000001,7.352941259,1,0,25.31120333,0,0,0,0,FALSE,0,2,13.55134283,2.286183103,8.9,30.8,0
11633,24653,4.866955085,3.477416534,4,0,2.715439603,1,7,0,7,TRUE,7,2,13.06603005,1.313646519,13,31,0
524699,41079,13.30906948,0.478477046,80,62,1.983334943,17,140,47,65,TRUE,372,397,8.124539131,1.069123552,6.4,24,1
13108,31190,30.21340131,6.427063802,6,1,15.90087081,0,10,0,4,FALSE,10,16,12.18051878,1.521881327,13.3,35.6,0
421236,37242,20.77188391,0.878248813,52,38,4.117910625,13,130,28,34,TRUE,243,248,7.990852609,1.056841824,8.4,28.7,1
18145,24478,10.44710184,3.898358568,2,0,5.560227612,0,8,1,3,FALSE,6,10,12.18051878,1.521881327,10.9,32.9,0
6393,31988,39.98677933,6.213318591,3,2,17.26887981,0,6,0,3,FALSE,2,6,13.11203063,1.247799097,9,29.1,0
46814,32752,21.75909707,2.138947078,10,2,8.564121879,1,25,0,11,FALSE,33,33,11.87019433,1.546710785,11.4,32.1,0
46055,30991,7.594493568,3.110398023,15,2,3.04034735,1,15,2,5,FALSE,36,26,9.703633786,1.072691744,11.2,30.4,0
9057,29054,46.6660768,3.352197443,2,0,14.08716403,0,8,0,2,FALSE,7,7,13.13134268,1.224744981,9.8,27.6,0
34732,28768,8.004612419,3.629318698,7,0,4.478298643,1,17,2,6,FALSE,20,20,10.99078913,0.954011703,10.8,30.7,0
26728,29920,14.5114489,2.851761375,7,4,5.426074618,0,21,2,6,FALSE,9,25,10.51943013,1.138312513,8.9,28.9,0
10715,25987,19.07188354,5.668118197,4,1,10.23400473,0,11,0,4,FALSE,1,7,10.77667438,1.05044108,9.8,31.8,0
961,22461,100.0000006,0,0,0,59.9766633,0,3,0,1,FALSE,0,0,10.99772869,0.626018485,8.6,26.9,0
15405,29888,1.66016275,1.941435238,2,3,0.366873842,0,9,0,2,TRUE,4,19,10.51943013,1.138312513,9.3,30.4,0
25770,27479,11.66057889,2.165855638,2,1,4.89881045,0,8,1,2,FALSE,11,12,10.99772869,0.626018485,7.9,27.8,1
